weight,concentration,grade
11.560848485243195,22.240618427485252,2
10.151343514693837,14.62777819716484,1
8.607055178064604,25.076941792686704,1
9.884282460931122,24.42539713641354,2
10.630663357943783,16.548688821834702,1
11.269841532884895,21.573372502508704,2
8.111097996615031,17.01889668765276,1
3.503757275061048,25.659006474181464,-1
12.285668110838277,19.293480441427104,1
5.626228658261857,18.924540205143618,1
13.27566239514346,24.52483919983292,2
6.24984502812621,15.759427516786712,1
13.928086239392066,18.72352526947994,1
5.902725493550749,22.16799054269279,1
13.058776718589627,21.521934817447193,2
15.349285332138788,15.06186483205152,-1
11.943682110425259,19.99971518801149,2
6.750718247004877,21.040421867142875,1
4.957976438634903,19.732885312895316,1
10.96763174539314,23.158597995861456,2
10.606515588479382,19.79496522553197,2
9.723162354835221,16.534152934623236,1
10.725766838390818,18.763996268175173,1
10.355345310772169,22.101638530351778,2
10.611970919003161,18.985514049231632,2
8.417560825493588,21.250194208110596,2
6.820661425775548,21.310389436664554,1
14.454630257910607,25.76255171948622,1
13.359999200719738,26.067835146225335,1
6.164223734152867,19.13373980136476,1
11.211443065480022,17.733184141263177,1
12.866540092786362,21.37950788949054,2
8.335664913994538,24.734408079584714,1
11.860215937147526,13.201553705965459,-1
8.063291970226915,25.236354439433633,1
6.669032923195644,14.69748957516072,1
15.592455038191853,18.41987444650155,-1
10.966564315342296,27.449067399024386,1
13.177156885269117,20.041669147701967,1
9.020483103633065,16.740175122672053,1
14.964077875735935,15.488774338192684,-1
8.66943230789332,22.56643312401249,2
3.995106544418313,19.593630076222972,1
13.568216877640445,19.729837267982916,1
8.089401998153946,18.99837461869421,2
8.960017617039533,14.31416711673478,1
5.245430902323167,23.865469641332524,1
11.308138369625398,22.27885005820681,2
10.740942315642908,22.5806939744033,2
10.91089770720591,23.486526228868968,2
10.210391335591087,17.273734274225717,1
15.933749918212225,27.29757708550411,1
13.25818197327609,19.649250683066864,1
15.307219745587712,17.936044110107588,-1
8.094691232100816,19.237377549905116,2
6.928990411264419,17.917404602596566,1
7.576778741934206,21.24573570482574,2
8.427028748935436,23.132621964553707,2
8.879965501331883,24.18349418488103,1
7.844107936668593,13.543300239213938,-1
12.252759583848208,22.569657293987248,2
7.941779545378617,13.969789552222192,1
11.9808910071228,17.01873818864587,1
12.968633600753371,26.866518242859414,1
7.724209459100288,16.54459048267111,1
8.478556604547613,26.115535823074698,1
12.557122904856069,19.146080396256924,1
7.543378088759794,16.763594223209253,1
9.002652305147357,19.497707551056777,2
16.767591562691443,24.3401535648038,1
13.584577785479,26.173918135844875,1
11.986839605636552,22.144824237308146,2
12.870624692285247,19.278992802686027,1
7.862061499392427,17.268412084133747,1
8.04532185792872,22.271824362459185,2
12.620689708829687,26.941502321239685,1
13.898820964379855,20.58406838270594,1
16.091873501919782,23.678575987457744,1
10.23015666693408,23.27582315764165,2
9.558476851258215,27.48140759792418,1
9.224328479883981,20.091177398669604,2
11.473896781409302,17.871082387867887,1
10.163329978472639,20.434143239634377,2
13.0036366414829,22.345856389564595,2
6.868772825511228,21.96295868988595,1
12.659759723218501,22.259174308228797,2
4.899267399387922,19.02912255489967,1
6.136808992421953,11.318575520601144,-1
13.403137384046953,19.029019529102715,1
7.274369407575801,24.611840791253822,1
11.212999420010753,22.481747938967246,2
12.474348417681767,24.123754444120856,2
8.950009751973862,25.94356817314724,1
12.956570970609256,18.185020104796955,1
10.427882890435255,22.647570995354922,2
11.935476406046586,13.089434099656254,-1
11.965144932782595,12.565157369397111,-1
7.95074240275089,11.736983172383535,-1
9.354811646168395,21.394681672799724,2
13.936781771275209,15.915223166576808,-1
9.157488960628958,24.106344595294722,2
16.02903079835695,27.91694625827783,1
13.24713920123288,12.977828454277468,-1
9.303843398985547,22.96370255670184,2
15.39486847928304,23.17228680530823,1
8.583915319262394,23.68277734516751,1
9.106660608521429,27.53127754553807,1
15.714116131058145,20.196782493121958,1
16.48694090786018,18.22891818611025,-1
11.035308187594925,17.00896935756884,1
10.634839433918776,24.54359993258573,2
10.422517655146473,17.81407747517266,1
14.680114199149575,18.18074753372829,1
11.999215169888963,17.109190905245008,1
13.26745530749821,23.056251315347225,2
14.603993561933633,27.271453472778653,1
15.447130116515218,23.05278376635688,1
10.740907804606957,16.753534016985355,1
10.397273425298414,18.29779032415649,1
17.11410598547611,20.303892662740555,-1
9.730094843017227,20.55265031419212,2
11.481421204702523,19.711042302817784,2
9.926557049459955,17.275997350613398,1
10.262348025884876,14.492379509000944,1
6.625352582374034,22.8332610324589,1
7.027034599315118,19.26661700001246,1
5.78826431931591,19.764270233181755,1
11.591961432452111,18.22913840658458,1
7.286797034769595,14.144254688300293,1
6.0034598673772415,13.504514405291818,-1
12.588976071945046,22.559752588719856,2
13.193535971043133,23.25127560533913,2
11.088221442505297,18.194117869841826,1
12.22162166947957,19.740807835710964,1
16.42940887211617,24.372063546929283,1
10.257256614571586,14.254595577930312,-1
16.97931157766881,19.8104024246432,-1
7.573561045532333,15.279314449408538,1
7.77938821073918,11.964288298736244,-1
10.03684186214422,26.34653170019548,1
16.347442680840253,20.182647296125232,-1
13.92879888938695,23.99470617584024,1
11.018420990014679,18.151578957863492,1
12.992720245423461,14.683831717013371,-1
9.74292901752714,18.728186002157244,2
12.247034647411688,15.487918086079285,-1
13.435462602547316,16.946323946439122,1
7.675559168035232,16.48555594141412,1
8.535596949793748,20.06352264057105,2
17.352868818452308,25.933310405243073,1
8.792696280891713,15.619385338903488,1
11.490638591970114,15.790454362118922,1
8.341710781609876,12.866516887183504,-1
10.142810869208182,20.42695670952274,2
14.715710180967559,18.588492466211413,1
9.79893579651532,13.1114620543409,-1
12.501057829674403,15.857577830762223,1
14.017324051051599,22.317031795935176,1
12.286613404950396,17.020887492358053,1
12.027374254649764,18.7191909901411,1
10.665626072376151,19.816680784073466,2
4.488941829176025,24.36119166919801,-1
9.995252488304331,18.20507130286565,1
13.328157151142683,29.776439573678466,1
8.560072000210614,19.97254898705059,2
9.76092451063293,19.50017607795059,2
12.46787784476059,19.35287826070987,1
12.950201346985356,20.733971623391607,1
10.837769369730665,17.800554557961302,1
10.673212171442982,22.59045978876463,2
15.733409829095349,23.526490572300546,1
14.918729408131348,17.04529377912533,-1
10.387514331326273,15.62836544952083,1
9.054150079028098,14.839454932583017,1
14.348259029671322,17.949441385271626,1
3.9566933040788843,16.76887135800895,1
6.519514484786261,17.206446200988204,1
8.408689643124776,27.371162824444227,1
9.996697901958916,26.476645083130574,1
10.186638161572455,24.156892336836677,2
11.498839558216714,16.400651592166422,1
6.772592742438779,16.214063940914823,1
6.6165983114950295,17.207373151649787,1
16.825916469883133,15.063261643545427,-1
11.427586378292172,25.93079205108521,1
8.632682662795837,27.638780034427896,1
12.060541690408227,26.605049455868446,1
8.32038046591997,16.71104523831452,1
17.90642900410269,12.762621437120714,-1
9.890356848643481,17.334303957048927,1
13.004078111234453,22.610699504702477,2
16.05227851616801,19.229537104398062,-1
9.593968769008956,13.206103759432498,-1
14.627770590871402,17.912687314274482,-1
9.677280356747476,18.60400422569956,2
13.384534796173023,19.883496171996207,1
4.045106596782759,14.207430455903227,-1
4.876018085107146,14.499636715835202,-1
12.292150663514718,22.467310878474255,2
5.691120546196975,19.15470935014993,1
15.280305564332988,20.789137217725944,1
8.860182772509937,24.1543353929346,1
10.434909183957863,20.928537953693276,2
11.779215040534767,20.65040183670238,2
10.671341755928948,20.722092643190777,2
11.041402577118678,21.278898771698,2
10.407357771208034,19.208015933271987,2
10.131133327469808,18.122136280785746,1
10.629164683757937,23.72639051003512,2
12.762681415043215,12.778474827751783,-1
8.379882359643354,20.976540016827784,2
4.651362351432422,19.116335473131993,1
10.291781483634498,18.826802716348688,2
11.064732946535702,17.16688328072538,1
7.782619061578685,26.012103614333224,1
7.067514535404471,24.0968468623562,1
12.58452914567766,16.124041244971274,1
12.490980711153757,20.90309358077036,2
9.000196390145437,18.480307799466264,2
9.78591537672953,20.836067215967162,2
9.193565114055069,18.06370129341973,1
8.773611829310152,20.54723476608368,2
11.809243361190884,20.862847846477433,2
7.007278575412373,13.395566561272908,-1
12.335499024284832,24.90568850016372,2
12.041153464918992,17.58717574807026,1
11.98442577211147,22.336622021359567,2
15.31459118203864,20.614688541581373,1
13.305598394430618,22.072767832187292,2
7.149058354155732,17.91319218377119,1
7.4069117625417835,21.837110391636212,1
7.437555161226921,17.873698633923702,1
9.895753067821534,20.265867384632912,2
15.91519266196113,22.03111667003717,1
8.658936118768814,23.514128836766524,2
15.4092482778932,18.09800479655855,-1
14.316114705455139,25.041533665730263,1
6.2573065180497665,15.40787710185211,1
10.807559735999652,21.577932305313336,2
12.957402659054459,12.085656735584621,-1
10.07442013643652,22.291721967821,2
12.16541666222238,29.273254868437512,1
7.930862504722289,23.142208313767274,1
12.613860139606036,18.27361740499919,1
11.801309942205542,18.21982807950258,1
4.897661902188052,27.135547269999808,-1
9.430208118789785,17.27019177191113,1
18.986637496525276,20.0428595340271,-1
7.881047359733364,20.935866492139457,2
7.610137389295129,23.16037371265815,1
10.789159130285,22.50495331774727,2
9.826334801979183,16.863233870870207,1
10.344108996287346,14.409809802623226,-1
11.010616701390688,21.340937717105064,2
8.508546571495774,17.53297514271179,1
7.052047608317928,22.419028680398604,1
9.371907712113588,14.193550878844368,1
10.626133368934239,22.183012520948676,2
9.293533982410443,22.497227659305175,2
7.968550168547786,17.659475076354227,1
13.51136275494077,20.198638321251302,1
12.98458336910754,25.92991092197323,1
12.359269882946913,15.856437567704987,1
14.297457916548996,23.523059447550843,1
10.790106423965025,15.095540492860438,1
9.17898370592803,18.471084981963102,2
8.775040706304134,22.152703501416767,2
16.114536426309733,21.481242543253483,1
8.679241131943806,17.227254299472914,1
11.47845134748956,26.77517315958448,1
9.70676964807762,21.94522737993517,2
12.899303744381934,19.342950472381958,1
4.5514113716907465,20.474307709392765,1
8.670996271006793,11.899293614907371,-1
9.736548423207617,25.59357360948519,1
9.5815709135688,13.793546338673412,-1
10.959633606404095,18.288496201153738,1
5.5844469101123835,23.375148677074392,1
6.08349489790882,18.777113609801624,1
11.310356220929682,15.674112835074766,1
7.7847283058376755,17.15645335783329,1
8.215162948104066,19.02357177596781,2
10.77496817824406,29.799327029371412,-1
12.777718310251608,21.19732224172599,2
7.365159031069302,20.28960977112637,1
10.933399913167607,22.057319014600182,2
9.184522301382817,19.649437103718423,2
6.7957133707027735,21.17151270776237,1
12.575145307770901,16.35670112711852,1
8.899398674025868,24.04164787775488,1
11.220981405277028,14.525931718972434,-1
12.453221650147755,18.63185767739645,1
15.235044437921996,21.935066497326638,1
7.9699008162972325,16.732464037914603,1
10.165730322348667,19.662615998954085,2
9.813421449183547,20.26256727418625,2
6.606402323337575,19.20429221645722,1
11.57913445680711,15.313745435580561,1
8.207616792493404,30.485520839716614,-1
8.573038513500723,15.45360956298267,1
6.142734715783757,28.322593969627274,-1
10.511680356566304,15.047897597617515,1
13.460582461488208,16.747596787990386,1
7.647760881192178,18.578005734480573,1
11.098625909053988,23.665741141388995,2
5.713312924639633,26.98756756261576,-1
10.90211045917336,20.244616540331126,2
11.503744543803514,22.356209266438206,2
10.818367201096821,14.783701778404584,1
11.490672650848229,26.10661445166049,1
11.198074761922431,19.111382695374637,1
9.323173213500361,19.35220736572437,2
8.207429620132086,23.86384268233183,1
11.116233997219013,19.531138403872053,2
6.465130403396646,16.353153254798436,1
11.112151176801849,19.293128177286487,2
15.534137751290553,14.75173179446315,-1
9.499117309060598,21.03712962038039,2
8.960585194183686,15.552719677824209,1
9.661328358796911,23.99119311018948,2
10.056857867517635,21.889985865137504,2
11.616931532174286,22.983064356104453,2
13.926374161928283,24.974720634886864,1
9.468571575626283,22.348413111854217,2
5.983831241525576,14.282383048409791,1
11.04434840852064,18.598133674407748,1
12.223020124854521,21.950350569436118,2
11.083496778914167,12.489936786892555,-1
15.651777406996999,16.763338267001686,-1
11.765564695165885,16.85432039767977,1
6.551498184216853,15.963072780310426,1
12.200647724746585,18.082412236757037,1
8.298120340580954,19.16958597835574,2
11.361301932064325,24.452964196201187,2
14.358706408044277,20.388902257415474,1
14.224725027405585,14.718146368026929,-1
9.40488798219044,23.53718084201615,2
10.401317023118906,18.51688091017545,1
4.946150014121969,22.19042311709928,1
6.63329785718511,12.658395242738383,-1
13.809213688632203,22.447782528155365,1
12.916079874027004,26.826565876541306,1
10.617511791715701,24.782233816394662,2
13.006487878177083,16.480087196591988,1
10.324938096052696,28.46341197290355,1
7.364328355289279,15.501663465489177,1
8.225221656447193,18.36153369362885,1
10.48713487239705,21.33142966333637,2
6.882084935908376,21.881875818050467,1
12.037244654415296,15.969334697207163,1
16.418295551631424,15.709718347782797,-1
11.1432135669282,16.8087753324799,1
8.171037459554602,22.270923163984687,2
11.257803117766905,16.747821680155187,1
10.654427437553586,19.25597140318003,2
12.24453583270267,23.608844727202356,2
8.868723842105389,21.98258316183881,2
7.30815894537303,26.291013147415512,1
6.9117077722425115,18.436055675330394,1
10.30324883924444,15.944883848148027,1
10.638270958714216,16.549988625213167,1
10.516513163950371,19.027166682583626,2
11.285817539671772,28.355003279284176,1
11.026178353808628,26.713526177435945,1
13.811530896089483,14.093010308957545,-1
7.821007762500949,21.982211630794687,2
13.086936988470656,26.13477384247963,1
14.647549516656774,20.78097289576365,1
10.947310168765915,20.411545018521064,2
14.098625943352129,20.659365693243778,1
3.6089130853574876,19.073661051423134,1
9.49541840778411,20.69937946217442,2
9.852489686255359,13.768123011392351,-1
12.062720821900204,22.41863661716299,2
12.703776413313266,17.730419552300685,1
14.893549420478944,18.863439472023845,1
8.904642192304099,18.421525947581706,2
8.468759936533097,18.674435968172826,2
10.5028188137861,23.408088599391103,2
9.974810446663962,22.95883681638665,2
8.891794410159573,12.786987808136267,-1
12.6630756634216,24.409547654727717,2
14.240943265771243,20.80388483316749,1
10.183739046361119,19.950059922384018,2
9.896125952766832,18.059617124661553,1
6.000157245120028,15.87650840707114,1
12.151727152284295,20.79700514351859,2
5.87347887583222,14.69737888518929,1
11.632560203762852,22.41145843872347,2
9.371272004931308,12.395690997485524,-1
15.559413481080696,21.974621041454533,1
5.220437779477448,24.57213215225511,-1
8.818043591469653,25.004665297642855,1
8.349586730953488,21.94643681995956,2
15.834248642849095,20.79297471723403,1
12.026864068544548,16.136321550760872,1
8.572715458429242,12.194219126535703,-1
7.022834448923399,21.852624387442567,1
8.693868275870063,20.573358720457804,2
5.277274040335782,23.641041962436972,1
10.110734168371689,12.827478659325141,-1
15.203569163786423,19.423968807941094,1
12.534272590976132,15.894539635767106,1
4.7669333603758,11.721428905424984,-1
7.692892456651832,22.025679919992005,2
13.456043461203844,21.874435055655145,1
12.241597675682096,11.197862689017958,-1
9.371587982694255,22.831677200520286,2
3.0341789929943594,23.68936533049576,-1
11.822624749148986,19.23354586390008,1
14.60464488071592,21.86947471623827,1
14.804994499083811,19.293358831908364,1
6.08516239571844,18.139376087570145,1
10.043303981481737,21.916932310470973,2
11.587041334780753,22.64988212725681,2
4.496000877972849,16.508648658561587,1
13.600746662280326,21.2137575130328,1
7.273415135340449,22.152535148499865,1
4.7043865492175385,18.615090251661872,1
10.231072947436232,23.125513753885006,2
10.19269587867526,15.855024543101004,1
5.857176194690705,15.580338823255108,1
12.354999272830062,21.428919020881207,2
3.349838054090574,26.27724653167761,-1
10.734957396879558,19.49486685394684,2
9.465700305480008,22.460787590841854,2
10.120153765090599,25.52623260265664,1
10.999894743404504,18.121919927119638,1
11.128624077274242,17.400767446448853,1
8.858877310994998,19.079052333130097,2
10.546934636803575,20.956252856730135,2
9.357262857261235,23.2167821307384,2
7.757594042588779,24.851219823634167,1
8.924453988960545,14.486517335700162,1
10.697642895889517,18.628002396799193,1
16.28254512988119,22.162864276790078,1
7.816429755826459,18.08727805137502,1
7.800302835055492,18.27098761212915,1
9.700899741715252,25.976512099478654,1
6.547960596399866,16.263484190597268,1
13.664245165897356,24.81341552507829,1
9.211427948699214,24.679069340891836,1
9.778396298938198,15.645185464420884,1
12.208841753639502,20.512238067590687,2
14.112866776004386,24.1718290843041,1
9.412691347096853,27.0526824747294,1
9.898534171848672,14.598382574405935,1
8.503993409619037,19.991295832679825,2
10.078426255912698,23.438513912568347,2
7.63244653778983,18.076315395438627,1
7.967635191496811,22.958607793441438,1
6.190440467792006,15.647143795886484,1
9.709735356798403,15.258049631378814,1
12.525383554682465,18.840953649265806,1
7.017568698033722,15.58051113974225,1
11.101672381797584,19.221828246507826,2
8.55206052921919,13.704835581905542,-1
11.280365717028825,13.515097597609866,-1
9.630074241248865,16.518260796087937,1
6.45955219378177,26.665258706624932,-1
12.672101290583642,14.142467263531362,-1
9.654217028451868,20.202879404219853,2
20.89672548540151,18.267125147590445,-1
6.867293253612289,16.01499048348923,1
17.640199589527406,17.388469959686187,-1
9.861899837934669,24.587437873251055,2
14.120506784777826,27.108547244947516,1
10.870573551113491,16.396393950069758,1
12.272448843932398,23.018831001030566,2
10.391156453933382,21.131204291913484,2
14.630927645099362,21.66801550292314,1
8.556317900497458,25.195622799287825,1
16.86926607580957,23.024403331338576,1
9.883943094632306,23.846647450677562,2
11.330617858325995,20.784737853433942,2
10.500661215606462,12.172728659189389,-1
5.248145460123432,20.855065049365958,1
9.310484898552806,15.574245327397636,1
10.429129494381007,20.71241874626361,2
7.400746169656877,20.86455701291917,2
10.94300036435629,25.467479171736528,1
8.953135677786074,19.254237150777236,2
11.502742252267957,17.0759767739769,1
9.42021971144668,20.264474649055124,2
9.569178786728656,16.662192341235183,1
11.580000551949412,13.370806068135645,-1
4.882438514138897,15.654221085239367,1
11.16150683535598,22.345479855407266,2
9.834151976669283,21.28256246704376,2
6.7969906389076264,23.196068989190664,1
11.835515849664581,25.74048244865356,1
9.32632350905378,15.062734674033592,1
6.990771903831728,19.36752892144174,1
14.486816858732897,16.69057129021812,-1
9.302589282035159,24.90407743206395,1
11.09028011751316,15.3303192870331,1
8.559702672381622,22.232325292954496,2
9.518314849678568,19.809507990232646,2
12.229190735906341,17.596022542377227,1
12.031748350778729,14.587420953461237,-1
11.636964050027029,20.571672103206545,2
13.245360638428288,22.573508947724612,2
11.848161156344345,22.484374875562697,2
14.342602166024378,18.67102162147215,1
11.168577082823964,25.91430981654641,1
4.265269430840868,18.137567646934002,1
10.772583046500214,17.98864764712084,1
15.738546223192683,17.849055472754266,-1
11.615342462145982,16.35074508344156,1
5.4507042036968185,20.378788615619428,1
9.112843265371257,26.353188196864185,1
